iter	Passed	Remaining
281	2293	79034
282	2300	78990
283	2307	78928
284	2314	78886
285	2321	78852
286	2328	78802
287	2335	78759
288	2342	78712
289	2349	78658
290	2355	78597
291	2362	78528
292	2369	78488
293	2375	78428
294	2382	78395
295	2389	78347
296	2396	78304
297	2403	78263
298	2410	78221
299	2417	78172
300	2424	78131
301	2432	78101
302	2440	78089
303	2447	78070
304	2455	78042
305	2463	78053
306	2468	77930
307	2475	77901
308	2483	77876
309	2490	77832
310	2497	77823
311	2505	77794
312	2512	77755
313	2519	77727
314	2527	77712
315	2534	77678
316	2541	77646
317	2548	77601
318	2555	77556
319	2563	77533
320	2569	77481
321	2576	77441
322	2583	77391
323	2590	77371
324	2597	77330
325	2604	77297
326	2612	77280
327	2619	77240
328	2627	77229
329	2634	77195
330	2642	77181
331	2649	77151
332	2658	77166
333	2665	77141
334	2674	77156
335	2682	77139
336	2690	77134
337	2697	77120
338	2705	77106
339	2713	77100
340	2720	77064
341	2728	77046
342	2736	77035
343	2743	77008
344	2751	76988
345	2758	76980
346	2766	76962
347	2774	76948
348	2781	76907
349	2788	76880
350	2795	76845
351	2802	76816
352	2809	76787
353	2817	76761
354	2824	76739
355	2832	76731
356	2839	76697
357	2847	76679
358	2854	76651
359	2861	76613
360	2868	76598
361	2875	76565
362	2883	76547
363	2890	76506
364	2897	76479
365	2904	76465
366	2913	76465
367	2921	76475
368	2929	76460
369	2937	76448
370	2946	76465
371	2954	76470
372	2962	76472
373	2970	76459
374	2978	76441
375	2986	76441
376	2993	76416
377	3001	76398
378	3008	76364
379	3015	76347
380	3022	76299
381	3029	76272
382	3035	76219
383	3042	76194
384	3050	76193
385	3057	76164
386	3064	76119
387	3071	76079
388	3078	76052
389	3084	76014
390	3091	75985
391	3099	75962
392	3105	75923
393	3113	75909
394	3120	75873
395	3127	75838
396	3134	75820
397	3141	75783
398	3148	75756
399	3155	75732
400	3161	75688
401	3169	75668
402	3178	75681
403	3184	75645
404	3192	75624
405	3199	75595
406	3206	75570
407	3213	75556
408	3220	75521
409	3228	75511
410	3235	75497
411	3242	75469
412	3249	75432
413	3257	75426
414	3264	75409
415	3273	75425
416	3281	75411
417	3288	75394
418	3296	75382
419	3303	75345
420	3310	75321
421	3317	75304
422	3324	75276
423	3332	75269
424	3339	75246
425	3346	75217
426	3355	75217
427	3362	75198
428	3371	75216
429	3378	75180
430	3385	75167
431	3392	75134
432	3399	75103
433	3406	75078
434	3413	75055
435	3420	75036
436	3427	75013
437	3435	74991
438	3443	74997
439	3452	75003
440	3471	75251
441	3479	75233
442	3486	75220
443	3493	75193
444	3502	75194
445	3509	75171
446	3517	75179
447	3525	75168
448	3533	75165
449	3540	75145
450	3549	75146
451	3556	75123
452	3564	75117
453	3571	75086
454	3578	75074
455	3585	75046
456	3592	75015
457	3599	74988
458	3606	74966
459	3614	74955
460	3621	74939
461	3628	74918
462	3636	74897
463	3643	74885
464	3650	74861
465	3658	74857
466	3666	74839
467	3673	74816
468	3682	74840
469	3689	74804
470	3697	74799
471	3706	74822
472	3715	74828
473	3722	74813
474	3730	74810
475	3738	74795
476	3745	74783
477	3753	74770
478	3760	74752
479	3767	74731
480	3775	74715
481	3782	74687
482	3790	74681
483	3798	74675
484	3805	74666
485	3813	74644
486	3820	74633
487	3829	74647
488	3837	74642
489	3845	74628
490	3852	74607
491	3859	74587
492	3867	74573
493	3874	74549
494	3881	74526
495	3889	74520
496	3897	74513
497	3905	74514
498	3912	74491
499	3920	74486
500	3927	74469
501	3936	74475
502	3943	74458
503	3951	74446
504	3959	74443
505	3969	74471
506	3977	74477
507	3985	74471
508	3993	74463
509	4001	74450
510	4007	74424
511	4016	74429
512	4023	74405
513	4032	74420
514	4041	74430
515	4049	74430
516	4058	74438
517	4068	74467
518	4075	74450
519	4083	74447
520	4091	74441
521	4099	74432
522	4107	74433
523	4116	74447
524	4124	74438
525	4134	74461
526	4141	74450
527	4150	74458
528	4157	74431
529	4164	74414
530	4171	74385
531	4178	74368
532	4185	74346
533	4193	74328
534	4199	74299
535	4206	74274
536	4214	74260
537	4220	74226
538	4228	74216
539	4235	74204
540	4244	74204
541	4251	74189
542	4259	74180
543	4266	74154
544	4273	74142
545	4279	74107
546	4286	74085
547	4294	74072
548	4300	74041
549	4308	74030
550	4315	74009
551	4323	73995
552	4330	73986
553	4338	73974
554	4345	73956
555	4352	73926
556	4359	73909
557	4366	73882
558	4373	73858
559	4379	73833
560	4386	73810
561	4393	73786
562	4400	73765
563	4408	73751
564	4415	73730
565	4423	73731
566	4430	73711
567	4439	73712
568	4446	73699
569	4454	73689
570	4461	73675
571	4469	73670
572	4477	73656
573	4485	73653
574	4492	73639
575	4500	73625
576	4506	73594
577	4512	73565
578	4520	73551
579	4526	73524
580	4534	73509
581	4541	73494
582	4549	73481
583	4555	73452
584	4562	73423
585	4569	73402
586	4576	73381
587	4583	73359
588	4589	73334
589	4597	73328
590	4604	73299
591	4610	73275
592	4617	73252
593	4624	73222
594	4631	73202
595	4638	73195
596	4646	73177
597	4652	73155
598	4659	73128
599	4666	73115
600	4673	73095
601	4681	73081
602	4688	73058
603	4694	73030
604	4702	73017
605	4708	72990
606	4716	72978
607	4722	72952
608	4729	72936
609	4736	72916
610	4743	72897
611	4751	72885
612	4758	72871
613	4765	72851
614	4772	72834
615	4780	72828
616	4788	72816
617	4796	72810
618	4803	72794
619	4811	72789
620	4819	72785
621	4828	72797
622	4835	72777
623	4843	72769
624	4850	72755
625	4858	72753
626	4865	72738
627	4873	72731
628	4880	72717
629	4888	72708
630	4896	72697
631	4904	72691
632	4911	72672
633	4918	72667
634	4927	72665
635	4934	72647
636	4942	72648
637	4949	72621
638	4956	72605
639	4963	72594
640	4970	72576
641	4978	72563
642	4985	72552
643	4993	72547
644	5001	72540
645	5009	72537
646	5017	72530
647	5026	72546
648	5034	72540
649	5042	72527
650	5050	72523
651	5057	72511
652	5065	72509
653	5074	72513
654	5083	72528
655	5092	72540
656	5102	72563
657	5110	72563
658	5119	72569
659	5128	72570
660	5136	72573
661	5144	72561
662	5153	72570
663	5160	72562
664	5170	72580
665	5178	72571
666	5186	72571
667	5193	72548
668	5202	72557
669	5209	72538
670	5217	72536
671	5224	72518
672	5232	72510
673	5239	72501
674	5247	72495
675	5255	72487
676	5262	72471
677	5270	72463
678	5278	72455
679	5285	72440
680	5292	72430
681	5299	72408
682	5306	72391
683	5314	72379
684	5321	72358
685	5327	72338
686	5334	72320
687	5341	72302
688	5350	72306
689	5357	72288
690	5365	72285
691	5372	72270
692	5380	72256
693	5387	72240
694	5395	72240
695	5403	72235
696	5411	72233
697	5418	72212
698	5426	72204
699	5433	72190
700	5441	72180
701	5449	72172
702	5456	72167
703	5463	72144
704	5470	72122
705	5477	72106
706	5484	72085
707	5491	72076
708	5498	72056
709	5505	72043
710	5513	72037
711	5521	72026
712	5529	72023
713	5537	72020
714	5546	72021
715	5553	72009
716	5560	71995
717	5568	71982
718	5575	71976
719	5583	71962
720	5591	71956
721	5598	71948
722	5607	71946
723	5614	71928
724	5621	71918
725	5629	71907
726	5637	71907
727	5646	71913
728	5655	71920
729	5662	71910
730	5670	71904
731	5677	71884
732	5686	71887
733	5694	71881
734	5702	71877
735	5708	71857
736	5716	71844
737	5722	71818
738	5729	71796
739	5736	71778
740	5742	71750
741	5749	71732
742	5755	71711
743	5763	71697
744	5769	71671
745	5776	71653
746	5782	71626
747	5788	71600
748	5795	71583
749	5801	71554
750	5807	71523
751	5813	71498
752	5820	71476
753	5827	71457
754	5834	71437
755	5840	71409
756	5847	71396
757	5854	71381
758	5861	71365
759	5868	71346
760	5875	71338
761	5882	71316
762	5888	71292
763	5897	71295
764	5904	71278
765	5913	71284
766	5920	71264
767	5927	71258
768	5935	71246
769	5942	71230
770	5955	71287
771	5962	71270
772	5969	71250
773	5976	71233
774	5982	71213
775	5989	71196
776	5996	71179
777	6003	71158
778	6010	71140
779	6016	71120
780	6024	71109
781	6031	71099
782	6039	71089
783	6046	71073
784	6053	71058
785	6060	71041
786	6066	71019
787	6074	71009
788	6080	70989
789	6088	70976
790	6095	70965
791	6102	70954
792	6110	70942
793	6116	70914
794	6123	70900
795	6130	70883
796	6137	70869
797	6144	70848
798	6151	70835
799	6158	70817
800	6164	70794
801	6171	70777
802	6178	70761
803	6184	70738
804	6191	70720
805	6197	70696
806	6204	70680
807	6211	70661
808	6218	70643
809	6225	70627
810	6231	70607
811	6238	70591
812	6245	70576
813	6252	70563
814	6259	70539
815	6266	70525
816	6272	70506
817	6278	70480
818	6285	70461
819	6291	70437
820	6298	70418
821	6305	70399
822	6311	70374
823	6318	70358
824	6324	70338
825	6331	70317
826	6337	70298
827	6344	70280
828	6351	70262
829	6357	70240
830	6364	70224
831	6371	70208
832	6379	70202
833	6386	70189
834	6392	70165
835	6398	70141
836	6405	70125
837	6412	70105
838	6418	70086
839	6425	70063
840	6432	70051
841	6438	70031
842	6445	70013
843	6452	69997
844	6458	69975
845	6465	69963
846	6472	69948
847	6480	69937
848	6486	69913
849	6492	69890
850	6500	69884
851	6507	69869
852	6514	69856
853	6522	69850
854	6530	69849
855	6538	69849
856	6546	69836
857	6553	69827
858	6561	69828
859	6568	69813
860	6576	69805
861	6584	69803
862	6592	69802
863	6601	69804
864	6610	69808
865	6618	69805
866	6625	69795
867	6632	69775
868	6639	69768
869	6646	69754
870	6653	69736
871	6660	69719
872	6666	69698
873	6673	69681
874	6679	69658
875	6686	69639
876	6692	69613
877	6698	69591
878	6704	69571
879	6711	69554
880	6717	69533
881	6724	69515
882	6730	69495
883	6737	69475
884	6743	69455
885	6749	69434
886	6756	69417
887	6762	69394
888	6769	69378
889	6776	69364
890	6782	69341
891	6788	69319
892	6795	69300
893	6801	69281
894	6808	69263
895	6815	69248
896	6823	69242
897	6829	69223
898	6836	69204
899	6842	69186
900	6849	69170
901	6856	69153
902	6862	69131
903	6869	69117
904	6877	69112
905	6884	69101
906	6891	69086
907	6898	69072
908	6905	69061
909	6911	69042
910	6918	69026
911	6925	69013
912	6932	69002
913	6939	68987
914	6946	68975
915	6953	68958
916	6960	68946
917	6967	68935
918	6975	68923
919	6982	68917
920	6989	68903
921	6996	68891
922	7003	68877
923	7011	68867
924	7018	68852
925	7025	68840
926	7031	68825
927	7038	68810
928	7046	68800
929	7053	68790
930	7060	68779
931	7067	68763
932	7073	68745
933	7081	68735
934	7087	68718
935	7094	68704
936	7101	68690
937	7108	68675
938	7115	68660
939	7122	68645
940	7129	68632
941	7135	68616
942	7143	68612
943	7151	68604
944	7158	68594
945	7165	68578
946	7172	68568
947	7179	68556
948	7186	68539
949	7193	68528
950	7200	68513
951	7207	68497
952	7213	68482
953	7220	68468
954	7227	68449
955	7233	68435
956	7241	68424
957	7247	68406
958	7254	68391
959	7261	68374
960	7267	68357
961	7274	68344
962	7281	68328
963	7287	68309
964	7294	68297
965	7301	68281
966	7308	68268
967	7315	68253
968	7321	68232
969	7327	68218
970	7334	68197
971	7338	68160
972	7344	68139
973	7351	68128
974	7360	68129
975	7369	68136
976	7378	68140
977	7387	68147
978	7394	68133
979	7401	68120
980	7407	68103
981	7413	68084
982	7420	68063
983	7426	68042
984	7432	68027
985	7439	68008
986	7445	67989
987	7453	67983
988	7459	67966
989	7466	67949
990	7472	67933
991	7479	67919
992	7486	67902
993	7492	67888
994	7499	67870
995	7505	67855
996	7512	67839
997	7519	67826
998	7525	67808
999	7532	67793
1000	7539	67781
1001	7545	67762
1002	7552	67749
1003	7559	67730
1004	7565	67717
1005	7572	67697
1006	7578	67680
1007	7584	67660
1008	7590	67639
1009	7598	67630
1010	7605	67619
1011	7611	67604
1012	7618	67587
1013	7624	67564
1014	7630	67547
1015	7637	67532
1016	7643	67515
1017	7650	67498
1018	7656	67484
1019	7663	67472
1020	7670	67457
1021	7677	67441
1022	7683	67424
1023	7690	67408
1024	7696	67393
1025	7703	67381
1026	7711	67373
1027	7718	67364
1028	7725	67349
1029	7731	67335
1030	7737	67314
1031	7744	67300
1032	7751	67283
1033	7757	67266
1034	7764	67254
1035	7770	67237
1036	7777	67218
1037	7783	67204
1038	7790	67188
1039	7796	67171
1040	7803	67154
1041	7809	67140
1042	7816	67123
1043	7823	67114
1044	7829	67098
1045	7836	67083
1046	7843	67073
1047	7849	67054
1048	7857	67051
1049	7864	67036
1050	7872	67030
1051	7879	67020
1052	7886	67013
1053	7893	66998
1054	7901	66994
1055	7909	66989
1056	7916	66982
1057	7924	66973
1058	7930	66960
1059	7938	66951
1060	7945	66943
1061	7953	66936
1062	7960	66927
1063	7968	66920
1064	7975	66912
1065	7983	66907
1066	7991	66902
1067	7999	66900
1068	8006	66893
1069	8014	66885
1070	8022	66880
1071	8029	66869
1072	8036	66864
1073	8044	66854
1074	8052	66850
1075	8059	66845
1076	8067	66842
1077	8075	66835
1078	8083	66830
1079	8091	66832
1080	8099	66830
1081	8107	66825
1082	8116	66824
1083	8124	66825
1084	8133	66830
1085	8140	66821
1086	8148	66816
1087	8157	66815
1088	8165	66816
1089	8173	66814
1090	8180	66803
1091	8189	66803
1092	8197	66800
1093	8204	66794
1094	8213	66792
1095	8220	66781
1096	8227	66771
1097	8234	66760
1098	8241	66750
1099	8249	66742
1100	8255	66727
1101	8278	66844
1102	8285	66834
1103	8292	66823
1104	8299	66807
1105	8306	66796
1106	8312	66778
1107	8319	66766
1108	8326	66755
1109	8333	66739
1110	8341	66736
1111	8348	66725
1112	8355	66712
1113	8362	66702
1114	8368	66685
1115	8375	66674
1116	8381	66656
1117	8388	66642
1118	8395	66628
1119	8401	66611
1120	8408	66601
1121	8415	66591
1122	8424	66590
1123	8430	66573
1124	8437	66561
1125	8444	66553
1126	8451	66536
1127	8458	66532
1128	8475	66592
1129	8481	66578
1130	8489	66576
1131	8496	66557
1132	8503	66548
1133	8509	66533
1134	8515	66513
1135	8523	66505
1136	8529	66487
1137	8536	66473
1138	8548	66507
1139	8556	66497
1140	8562	66482
1141	8569	66466
1142	8575	66447
1143	8581	66430
1144	8588	66418
1145	8594	66399
1146	8601	66391
1147	8608	66374
1148	8614	66356
1149	8620	66343
1150	8627	66331
1151	8634	66320
1152	8641	66303
1153	8647	66286
1154	8653	66270
1155	8659	66252
1156	8666	66237
1157	8672	66217
1158	8679	66206
1159	8685	66190
1160	8691	66173
1161	8699	66163
1162	8705	66146
1163	8711	66133
1164	8718	66118
1165	8727	66119
1166	8737	66135
1167	8758	66225
1168	8766	66227
1169	8775	66231
1170	8785	66239
1171	8794	66247
1172	8802	66238
1173	8809	66229
1174	8816	66219
1175	8823	66208
1176	8831	66204
1177	8838	66191
1178	8845	66183
1179	8852	66168
1180	8857	66143
1181	8864	66131
1182	8870	66114
1183	8878	66107
1184	8884	66092
1185	8891	66081
1186	8898	66068
1187	8905	66057
1188	8913	66052
1189	8920	66041
1190	8927	66033
1191	8935	66024
1192	8943	66023
1193	8950	66014
1194	8959	66017
1195	8967	66010
1196	8975	66007
1197	8982	65999
1198	8990	65995
1199	8998	65985
1200	9005	65980
1201	9013	65974
1202	9021	65970
1203	9029	65965
1204	9036	65957
1205	9044	65948
1206	9050	65935
1207	9058	65931
1208	9065	65921
1209	9073	65915
1210	9080	65904
1211	9089	65905
1212	9096	65894
1213	9104	65889
1214	9111	65878
1215	9119	65873
1216	9126	65862
1217	9133	65856
1218	9141	65851
1219	9149	65844
1220	9156	65838
1221	9163	65825
1222	9172	65823
1223	9179	65814
1224	9187	65815
1225	9194	65801
1226	9203	65805
1227	9210	65796
1228	9219	65794
1229	9227	65792
1230	9235	65785
1231	9242	65779
1232	9250	65775
1233	9258	65767
1234	9265	65761
1235	9273	65751
1236	9281	65752
1237	9289	65744
1238	9298	65748
1239	9304	65733
1240	9311	65722
1241	9319	65715
1242	9326	65702
1243	9333	65697
1244	9340	65684
1245	9347	65671
1246	9353	65657
1247	9361	65647
1248	9368	65641
1249	9384	65691
1250	9392	65685
1251	9400	65682
1252	9407	65671
1253	9414	65664
1254	9421	65650
1255	9428	65638
1256	9435	65628
1257	9442	65615
1258	9448	65599
1259	9455	65586
1260	9463	65581
1261	9469	65566
1262	9477	65560
1263	9484	65548
1264	9491	65542
1265	9498	65529
1266	9505	65516
1267	9512	65509
1268	9519	65493
1269	9526	65482
1270	9532	65468
1271	9539	65453
1272	9546	65444
1273	9553	65434
1274	9560	65425
1275	9567	65411
1276	9575	65411
1277	9582	65401
1278	9590	65393
1279	9594	65365
1280	9602	65355
1281	9609	65347
1282	9616	65335
1283	9624	65331
1284	9631	65322
1285	9639	65315
1286	9646	65307
1287	9654	65302
1288	9661	65290
1289	9670	65294
1290	9678	65288
1291	9685	65276
1292	9692	65268
1293	9700	65266
1294	9708	65261
1295	9717	65262
1296	9725	65258
1297	9733	65251
1298	9741	65247
1299	9749	65247
1300	9756	65236
1301	9764	65230
1302	9771	65223
1303	9778	65209
1304	9788	65221
1305	9797	65218
1306	9804	65209
1307	9810	65194
1308	9818	65190
1309	9825	65176
1310	9832	65166
1311	9838	65152
1312	9847	65152
1313	9854	65139
1314	9863	65141
1315	9869	65128
1316	9876	65117
1317	9885	65116
1318	9891	65103
1319	9899	65097
1320	9906	65086
1321	9914	65082
1322	9921	65071
1323	9929	65068
1324	9936	65056
1325	9944	65054
1326	9951	65044
1327	9959	65033
1328	9966	65022
1329	9972	65005
1330	9980	65001
1331	9986	64988
1332	9994	64979
1333	10000	64967
1334	10007	64957
1335	10015	64950
1336	10021	64936
1337	10031	64940
1338	10038	64928
1339	10047	64931
1340	10053	64916
1341	10062	64919
1342	10069	64908
1343	10080	64922
1344	10087	64911
1345	10096	64911
1346	10102	64899
1347	10110	64896
1348	10118	64888
1349	10128	64897
1350	10135	64886
1351	10144	64888
1352	10150	64874
1353	10160	64877
1354	10167	64868
1355	10176	64871
1356	10183	64862
1357	10192	64861
1358	10198	64848
1359	10207	64844
1360	10213	64832
1361	10220	64820
1362	10227	64806
1363	10233	64793
1364	10240	64779
1365	10246	64765
1366	10253	64751
1367	10259	64733
1368	10265	64717
1369	10272	64709
1370	10279	64696
1371	10286	64690
1372	10294	64681
1373	10302	64677
1374	10309	64669
1375	10316	64658
1376	10323	64649
1377	10329	64632
1378	10336	64620
1379	10342	64604
1380	10349	64590
1381	10355	64574
1382	10361	64558
1383	10368	64549
1384	10375	64535
1385	10382	64524
1386	10388	64512
1387	10395	64497
1388	10402	64487
1389	10408	64475
1390	10416	64468
1391	10423	64454
1392	10431	64451
1393	10437	64438
1394	10444	64429
1395	10451	64418
1396	10458	64405
1397	10466	64399
1398	10472	64383
1399	10479	64374
1400	10486	64361
1401	10492	64345
1402	10499	64335
1403	10505	64321
1404	10512	64308
1405	10518	64293
1406	10525	64280
1407	10532	64269
1408	10538	64257
1409	10546	64251
1410	10553	64239
1411	10559	64226
1412	10566	64216
1413	10573	64201
1414	10581	64198
1415	10587	64181
1416	10594	64172
1417	10601	64161
1418	10609	64155
1419	10616	64146
1420	10622	64130
1421	10630	64128
1422	10637	64114
1423	10645	64112
1424	10652	64104
1425	10660	64100
1426	10667	64087
1427	10675	64085
1428	10689	64116
1429	10696	64105
1430	10702	64090
1431	10710	64086
1432	10717	64073
1433	10725	64066
1434	10731	64052
1435	10738	64039
1436	10745	64028
1437	10751	64015
1438	10758	64004
1439	10764	63988
1440	10771	63977
1441	10777	63964
1442	10783	63947
1443	10791	63938
1444	10797	63926
1445	10804	63915
1446	10811	63902
1447	10817	63891
1448	10825	63885
1449	10832	63874
1450	10840	63872
1451	10847	63862
1452	10855	63857
1453	10861	63841
1454	10869	63832
1455	10875	63820
1456	10882	63810
1457	10889	63800
1458	10894	63775
1459	10901	63763
1460	10907	63750
1461	10914	63739
1462	10926	63758
1463	10934	63754
1464	10941	63743
1465	10947	63730
1466	10955	63721
1467	10962	63711
1468	10969	63702
1469	10975	63687
1470	10982	63677
1471	10989	63667
1472	10997	63660
1473	11003	63649
1474	11010	63635
1475	11017	63627
1476	11024	63614
1477	11031	63609
1478	11038	63597
1479	11045	63586
1480	11052	63576
1481	11058	63561
1482	11065	63552
1483	11072	63542
1484	11080	63536
1485	11087	63523
1486	11093	63509
1487	11100	63500
1488	11107	63487
1489	11114	63476
1490	11121	63467
1491	11128	63462
1492	11137	63460
1493	11145	63457
1494	11152	63448
1495	11160	63440
1496	11167	63429
1497	11173	63415
1498	11180	63406
1499	11188	63401
1500	11197	63400
1501	11204	63390
1502	11211	63383
1503	11218	63372
1504	11225	63364
1505	11233	63355
1506	11239	63342
1507	11246	63332
1508	11252	63318
1509	11260	63309
1510	11266	63294
1511	11273	63284
1512	11280	63275
1513	11287	63267
1514	11294	63257
1515	11300	63243
1516	11307	63232
1517	11313	63217
1518	11320	63205
1519	11326	63192
1520	11332	63175
1521	11340	63167
1522	11346	63155
1523	11353	63147
1524	11361	63139
1525	11368	63128
1526	11375	63120
1527	11382	63112
1528	11390	63104
1529	11396	63090
1530	11403	63079
1531	11409	63064
1532	11416	63053
1533	11424	63050
1534	11430	63037
1535	11437	63027
1536	11443	63012
1537	11450	62999
1538	11457	62989
1539	11463	62974
1540	11470	62962
1541	11476	62948
1542	11482	62933
1543	11489	62925
1544	11496	62912
1545	11503	62902
1546	11509	62887
1547	11515	62874
1548	11522	62863
1549	11528	62846
1550	11535	62836
1551	11541	62822
1552	11547	62809
1553	11555	62804
1554	11561	62789
1555	11568	62779
1556	11575	62769
1557	11582	62757
1558	11588	62744
1559	11594	62731
1560	11601	62721
1561	11607	62706
1562	11614	62693
1563	11620	62680
1564	11627	62667
1565	11635	62662
1566	11641	62650
1567	11648	62639
1568	11655	62628
1569	11662	62619
1570	11668	62608
1571	11675	62597
1572	11683	62594
1573	11690	62582
1574	11698	62577
1575	11705	62569
1576	11713	62564
1577	11721	62556
1578	11728	62550
1579	11736	62543
1580	11743	62536
1581	11751	62529
1582	11758	62519
1583	11765	62513
1584	11772	62503
1585	11780	62498
1586	11788	62490
1587	11795	62483
1588	11802	62471
1589	11809	62461
1590	11815	62450
1591	11822	62436
1592	11830	62432
1593	11836	62421
1594	11844	62413
1595	11851	62404
1596	11858	62393
1597	11865	62387
1598	11871	62373
1599	11879	62366
1600	11886	62355
1601	11894	62350
1602	11900	62339
1603	11908	62332
1604	11914	62320
1605	11921	62309
1606	11929	62305
1607	11936	62293
1608	11944	62290
1609	11951	62279
1610	11960	62281
1611	11966	62269
1612	11974	62265
1613	11981	62254
1614	11989	62249
1615	11996	62238
1616	12003	62230
1617	12010	62218
1618	12017	62209
1619	12024	62202
1620	12031	62190
1621	12038	62179
1622	12044	62167
1623	12051	62157
1624	12058	62147
1625	12065	62138
1626	12072	62129
1627	12079	62118
1628	12086	62111
1629	12093	62101
1630	12101	62095
1631	12108	62087
1632	12115	62075
1633	12123	62070
1634	12129	62059
1635	12138	62055
1636	12144	62043
1637	12151	62032
1638	12157	62020
1639	12164	62011
1640	12171	61999
1641	12178	61989
1642	12186	61987
1643	12193	61974
1644	12200	61966
1645	12207	61956
1646	12213	61944
1647	12221	61940
1648	12228	61926
1649	12236	61924
1650	12242	61909
1651	12250	61903
1652	12258	61898
1653	12265	61893
1654	12272	61882
1655	12280	61877
1656	12288	61875
1657	12296	61867
1658	12303	61859
1659	12310	61847
1660	12318	61846
1661	12325	61835
1662	12334	61834
1663	12340	61820
1664	12347	61813
1665	12354	61802
1666	12361	61794
1667	12368	61781
1668	12374	61769
1669	12381	61760
1670	12387	61745
1671	12394	61736
1672	12400	61720
1673	12407	61709
1674	12413	61699
1675	12420	61686
