iter	Logloss
192	0.3126960934
193	0.3119013349
194	0.3112797665
195	0.310662585
196	0.3101232313
197	0.3095803326
198	0.3090821861
199	0.3085304665
200	0.3080376686
201	0.3075005657
202	0.3070285925
203	0.3065577509
204	0.3059950343
205	0.305457222
206	0.3048479021
207	0.304334242
208	0.3037687275
209	0.3032476004
210	0.3028734128
211	0.3023562578
212	0.3019163011
213	0.3012939733
214	0.3007489912
215	0.3002592885
216	0.2997970406
217	0.2992715592
218	0.2987882268
219	0.2984199349
220	0.2980340634
221	0.2975558772
222	0.297124749
223	0.2966394506
224	0.2961085881
225	0.2956365974
226	0.2950455441
227	0.2945896666
228	0.2941861431
229	0.2938382661
230	0.2933920365
231	0.2929375005
232	0.2925098846
233	0.2920887491
234	0.2916806314
235	0.2912475121
236	0.2908236136
237	0.2903298638
238	0.2899511396
239	0.2896004473
240	0.2891740381
241	0.2886989021
242	0.2883554895
243	0.2879324753
244	0.2875087566
245	0.2872497344
246	0.2869472091
247	0.2865871937
248	0.2861251956
249	0.2857766817
250	0.2854897
251	0.2851280607
252	0.2847937638
253	0.284430768
254	0.2841621978
255	0.2838337217
256	0.2835164473
257	0.2831441308
258	0.2828201214
259	0.282514391
260	0.2822239894
261	0.2819779227
262	0.2817221531
263	0.2813069032
264	0.2809813374
265	0.2806721021
266	0.2803595292
267	0.27994673
268	0.2795885182
269	0.2791490136
270	0.2788555468
271	0.2783726141
272	0.2779872072
273	0.2777350725
274	0.2775153964
275	0.2771177935
276	0.2768380216
277	0.2765020034
278	0.2761731875
279	0.2757949629
280	0.2755037944
281	0.2750993815
282	0.2746925679
283	0.2743787909
284	0.2740826335
285	0.2737972557
286	0.2735434671
287	0.2731836565
288	0.2727866757
289	0.2725990435
290	0.272325527
291	0.2721624593
292	0.2717583137
293	0.2715063588
294	0.2712541891
295	0.2710439186
296	0.2708462189
297	0.2705626547
298	0.2703623369
299	0.2700930048
300	0.2697085772
301	0.2694744542
302	0.2692225493
303	0.2690406979
304	0.2688073644
305	0.2685441677
306	0.2684528398
307	0.2682096235
308	0.2678974629
309	0.267712921
310	0.2674889505
311	0.2672737361
312	0.2670471052
313	0.2668708896
314	0.2665310293
315	0.2663050529
316	0.2660564155
317	0.2657389013
318	0.265580153
319	0.2653535944
320	0.2651985346
321	0.2649911707
322	0.2647705478
323	0.2645467572
324	0.2643404088
325	0.2641602986
326	0.263878041
327	0.2637213162
328	0.2635686359
329	0.2633518701
330	0.2631664988
331	0.262934142
332	0.2627375315
333	0.2625197665
334	0.2622531574
335	0.262036258
336	0.2618395587
337	0.2616340972
338	0.2614461041
339	0.2612336014
340	0.2611123618
341	0.2609577429
342	0.2608349856
343	0.2606493232
344	0.2605174439
345	0.2603303476
346	0.260146334
347	0.2599757931
348	0.2598332291
349	0.2596901704
350	0.259515821
351	0.2592643358
352	0.2589581683
353	0.258825121
354	0.2585838008
355	0.2583893324
356	0.2581616959
357	0.2578811571
358	0.2577157773
359	0.2574287607
360	0.257219352
361	0.256949524
362	0.2568146257
363	0.2566274282
364	0.2564945721
365	0.2562194692
366	0.2560350484
367	0.2558211144
368	0.255696381
369	0.2555539494
370	0.2553491761
371	0.2551902666
372	0.2550502245
373	0.254912106
374	0.2548083797
375	0.2546562939
376	0.2545383181
377	0.254387354
378	0.2542507207
379	0.2540772818
380	0.2539564519
381	0.2538188192
382	0.2537020825
383	0.2535119435
384	0.2532755934
385	0.2531379495
386	0.252852152
387	0.2526834709
388	0.2525453586
389	0.2524085754
390	0.2521655814
391	0.2519376077
392	0.2518132977
393	0.2516738539
394	0.2515400048
395	0.2513666496
396	0.2511595306
397	0.2508727238
398	0.2506676857
399	0.2505739446
400	0.2504687006
401	0.2503621552
402	0.2501649088
403	0.2500324299
404	0.2498982573
405	0.249803041
406	0.2496711728
407	0.2495627375
408	0.2494209117
409	0.2493045847
410	0.2491910893
411	0.2490954996
412	0.2489704364
413	0.2488695943
414	0.2486921784
415	0.2485646571
416	0.2484303095
417	0.248229938
418	0.2480750481
419	0.2479732816
420	0.247786906
421	0.2476869257
422	0.2475485799
423	0.2473589654
424	0.2471636102
425	0.2470125737
426	0.2468564859
427	0.2466638661
428	0.2465868739
429	0.2464893718
430	0.2463157631
431	0.2462140391
432	0.246105675
433	0.2459652519
434	0.2457653613
435	0.2456328849
436	0.2454619055
437	0.2453740425
438	0.2452486671
439	0.2451744304
440	0.2450806069
441	0.2449881261
442	0.2448827685
443	0.2447672746
444	0.2446605143
445	0.24453029
446	0.244445441
447	0.2442522143
448	0.2440522612
449	0.2439222442
450	0.2438391078
451	0.2437608965
452	0.2436412444
453	0.2435077288
454	0.2433301442
455	0.243246397
456	0.2431470987
457	0.243040602
458	0.2429203303
459	0.2428135201
460	0.2427227218
461	0.2425351758
462	0.242369179
463	0.24227259
464	0.2421691148
465	0.2420729554
466	0.2419911842
467	0.2419152912
468	0.2418335451
469	0.2417431352
470	0.241667291
471	0.2415107272
472	0.2414070946
473	0.2413062787
474	0.2411299932
475	0.2410407026
476	0.2408807876
477	0.2407813431
478	0.2406833764
479	0.240584454
480	0.2404492459
481	0.2403641322
482	0.2401713288
483	0.2401096866
484	0.2400327494
485	0.2398970903
486	0.2398054414
487	0.2397290875
488	0.2396458049
489	0.2395561708
490	0.2394942288
491	0.2394119655
492	0.2392636545
493	0.2391628435
494	0.2391082811
495	0.2389660993
496	0.2388870424
497	0.2388284667
498	0.2386199137
499	0.2385360753
500	0.2384425615
501	0.2383265967
502	0.2381741824
503	0.2380781842
504	0.2379946281
505	0.2378959144
506	0.2378160306
507	0.2377791339
508	0.2376235158
509	0.2375649013
510	0.2374369453
511	0.2373294281
512	0.2372172805
513	0.2370383132
514	0.2369167775
515	0.236813356
516	0.2366118403
517	0.2365224685
518	0.2364369376
519	0.2363842912
520	0.2363273069
521	0.2362549088
522	0.2361949853
523	0.2361123161
524	0.2360082313
525	0.2359134597
526	0.2358636912
527	0.2357977597
528	0.2357017227
529	0.2356344059
530	0.2355496807
531	0.2354823739
532	0.2353773211
533	0.2353253817
534	0.2352607804
535	0.235204583
536	0.2350865622
537	0.2350408583
538	0.2349826173
539	0.2349071678
540	0.2347438378
541	0.2345981798
542	0.2345242279
543	0.2344816779
544	0.2344398424
545	0.2343857409
546	0.234314828
547	0.2341495332
548	0.2340965508
549	0.2340349748
550	0.2339228784
551	0.2337131275
552	0.2335519172
553	0.2334851038
554	0.2332908553
555	0.2332453175
556	0.2331140727
557	0.2330739134
558	0.2330430486
559	0.2329280069
560	0.2328692526
561	0.2327906541
562	0.2327123853
563	0.2326561379
564	0.2325943458
565	0.2325355028
566	0.2324503653
567	0.2323430492
568	0.2323011937
569	0.2322462953
570	0.2321696503
571	0.2320864052
572	0.2319725988
573	0.231914193
574	0.2318571886
575	0.2317321143
576	0.2316635884
577	0.2315787982
578	0.2314184347
579	0.2313789175
580	0.2313345414
581	0.2312778943
582	0.2312269105
583	0.2311856208
584	0.2310835233
585	0.230970354
586	0.2309187943
587	0.230879477
588	0.230736171
589	0.2306230941
590	0.2305694423
591	0.2305144277
592	0.2304623747
593	0.2304033156
594	0.2303588408
595	0.2302952512
596	0.2301823017
597	0.2301408459
598	0.2300654713
599	0.2299422119
600	0.229879744
601	0.2297473588
602	0.2297081576
603	0.2296655401
604	0.2296043738
605	0.2295610894
606	0.2295045134
607	0.2294746516
608	0.2294297946
609	0.2293769572
610	0.2292404362
611	0.229129514
612	0.2290903877
613	0.228985245
614	0.2289225385
615	0.2288769108
616	0.2288080452
617	0.2287723127
618	0.2287233649
619	0.2286723773
620	0.2286036054
621	0.2285617349
622	0.2285364285
623	0.2284605717
624	0.2283972957
625	0.2283471937
626	0.2282819979
627	0.2281823574
628	0.2281334371
629	0.2280833401
630	0.2280428648
631	0.2279642564
632	0.2279005969
633	0.227814996
634	0.2277165046
635	0.2276648701
636	0.2276052289
637	0.2275740293
638	0.2275483832
639	0.2275103061
640	0.2274665558
641	0.2274186347
642	0.2273752616
643	0.2272987978
644	0.2272499237
645	0.227203589
646	0.2271489566
647	0.227084103
648	0.2270517993
649	0.2269934609
650	0.2269406072
651	0.2268155166
652	0.2267689233
653	0.2266776679
654	0.2265805205
655	0.2265193305
656	0.2264368573
657	0.2263613365
658	0.2263270855
659	0.2262715538
660	0.2261845639
661	0.226148714
662	0.2260415677
663	0.2258661791
664	0.2258063168
665	0.2257709765
666	0.2257301378
667	0.2256982725
668	0.2256552353
669	0.2256202748
670	0.2255657998
671	0.2254900117
672	0.2254409378
673	0.2254091549
674	0.2253401931
675	0.2252907057
676	0.2252232527
677	0.2251721153
678	0.2251381078
679	0.2250881083
680	0.2250511991
681	0.2249868989
682	0.2249479725
683	0.2249191549
684	0.2248721769
685	0.2248375886
686	0.224773673
687	0.2247337424
688	0.2245796656
689	0.2245568798
690	0.2244857733
691	0.2244508914
692	0.2244127432
693	0.2243885248
694	0.2243602268
695	0.2242325344
696	0.2241692146
697	0.2241320582
698	0.2240784676
699	0.223911193
700	0.2238720954
701	0.223826439
702	0.2237816894
703	0.2237569338
704	0.223711431
705	0.2236314647
706	0.2236009597
707	0.2235583047
708	0.2235376824
709	0.2234948951
710	0.223470157
711	0.2234369576
712	0.223407879
713	0.223383768
714	0.2232672623
715	0.2232220281
716	0.2231895694
717	0.2231647264
718	0.2230771895
719	0.2230371901
720	0.2230085849
721	0.2229329267
722	0.2227954465
723	0.2227535548
724	0.2226922673
725	0.2225734558
726	0.2225380706
727	0.2224155256
728	0.2223376278
729	0.2223118968
730	0.2222345286
731	0.2221988648
732	0.2221752609
733	0.2221316167
734	0.2220951622
735	0.2220470339
736	0.2219609009
737	0.2219263713
738	0.2218821625
739	0.2218320893
740	0.2218084979
741	0.221732741
742	0.2217120962
743	0.2216481119
744	0.2216126905
745	0.2215825551
746	0.2214951955
747	0.2214768703
748	0.2214455121
749	0.2214279462
750	0.2213730141
751	0.2213349008
752	0.2213050715
753	0.2212639604
754	0.2212296794
755	0.2211159192
756	0.2210364064
757	0.220971534
758	0.2209282908
759	0.2208927382
760	0.2208720259
761	0.2208510276
762	0.2208292161
763	0.2207750721
764	0.2207305111
765	0.2207063551
766	0.2205449025
767	0.2204349096
768	0.2203997929
769	0.2203722993
770	0.2203483407
771	0.2203126294
772	0.2202813774
773	0.2202479856
774	0.2202038581
775	0.220171242
776	0.2200990076
777	0.2200643868
778	0.2199670071
779	0.219924306
780	0.2198941256
781	0.2198231503
782	0.2197917246
783	0.2197346678
784	0.2197112313
785	0.2196737088
786	0.2196502823
787	0.2196063196
788	0.2195504606
789	0.219443448
790	0.2194112129
791	0.2193891417
792	0.2193638627
793	0.2193451277
794	0.2193189307
795	0.2192171205
796	0.219110289
797	0.219083801
798	0.219062749
799	0.2190373314
800	0.2190135151
801	0.2189050286
802	0.218873849
803	0.2188467414
804	0.2188109665
805	0.218728166
806	0.2187097883
807	0.2186867727
808	0.2186624905
809	0.218630609
810	0.2185567008
811	0.2185226158
812	0.2184603503
813	0.2184280865
814	0.2183845722
815	0.2183489309
816	0.2183296239
817	0.2183090215
818	0.2182752613
819	0.2182560642
820	0.2182306066
821	0.2182067754
822	0.2181886062
823	0.2181426712
824	0.2181286603
825	0.2181067988
826	0.2180586942
827	0.2180251763
828	0.2180064488
829	0.217974496
830	0.2178766791
831	0.2178225077
832	0.2178013445
833	0.2177851339
834	0.2177607481
835	0.2177445937
836	0.2177201591
837	0.2176881701
838	0.2176538179
839	0.217641141
840	0.2175666469
841	0.2175425534
842	0.2174620875
843	0.2174185308
844	0.2173516511
845	0.2173226225
846	0.2172915103
847	0.2172602658
848	0.2172267741
849	0.2171313742
850	0.2170700718
851	0.2170347989
852	0.2169845708
853	0.2169407293
854	0.2168803349
855	0.2168531761
856	0.2167551219
857	0.2167351716
858	0.2167038334
859	0.2166849622
860	0.2166586528
861	0.2166135684
862	0.2165727434
863	0.2164748341
864	0.2164606121
865	0.2164172714
866	0.2163934814
867	0.216377267
868	0.2163617822
869	0.2163333518
870	0.2163042919
871	0.2162736082
872	0.2162312393
873	0.2161897898
874	0.2161647744
875	0.2161291743
876	0.2161133959
877	0.2160054852
878	0.2159818113
879	0.2159412412
880	0.2159202203
881	0.2158658765
882	0.2158055496
883	0.2157766708
884	0.2157117872
885	0.2156905491
886	0.2156756013
887	0.2156496579
888	0.2156110313
889	0.2155914382
890	0.2155684688
891	0.2155537046
892	0.2155339816
893	0.2155193336
894	0.2154982429
895	0.2154214168
896	0.2153511872
897	0.2153288099
898	0.2152769392
899	0.2152486425
900	0.2152060601
901	0.2151720001
902	0.215129906
903	0.2151030982
904	0.2150838736
905	0.2150090523
906	0.2149850774
907	0.2149645562
908	0.2149192633
909	0.2148346467
910	0.2148116423
911	0.214669533
912	0.2146244099
913	0.2146152229
914	0.2145856371
915	0.2145583822
916	0.2145275623
917	0.2144889457
918	0.2144573314
919	0.2144342084
920	0.2143703141
921	0.2143283637
922	0.2142893161
923	0.2142486235
924	0.214237744
925	0.2142134918
926	0.2141814216
927	0.2141633074
928	0.2141468158
929	0.2141218566
930	0.2140469479
931	0.2139866085
932	0.2139384039
933	0.2139194866
934	0.213905919
935	0.213882796
936	0.2138473009
937	0.2138260702
938	0.2138020891
939	0.2137883229
940	0.2137675557
941	0.2137387868
942	0.2137221216
943	0.2137026396
944	0.2136804085
945	0.2136689482
946	0.2136298756
947	0.2136024395
948	0.2135876978
949	0.2135563921
950	0.2135169211
951	0.2134797434
952	0.2134491696
953	0.2134377555
954	0.2134126065
955	0.2133837739
956	0.2133650077
957	0.2133569274
958	0.213327228
959	0.2133010472
960	0.2132334619
961	0.21321381
962	0.2131915589
963	0.2131413171
964	0.2131284016
965	0.2131010929
966	0.2130676424
967	0.213043003
968	0.2130275382
969	0.2129805926
970	0.2129545955
971	0.2129511518
972	0.212926681
973	0.2128553172
974	0.212827349
975	0.2128077034
976	0.2127916477
977	0.212754194
978	0.2127315481
979	0.2126888133
980	0.2126723654
981	0.2126620404
982	0.2126477659
983	0.212626895
984	0.2126013001
985	0.2125863773
986	0.2125722314
987	0.2125603014
988	0.2125120506
989	0.2124902679
990	0.2124752939
991	0.2124232771
992	0.2123724095
993	0.2123519633
994	0.2123304341
995	0.212312516
996	0.2122959719
997	0.2122748724
998	0.2122474725
999	0.2122284752
1000	0.2122197142
1001	0.2121996677
1002	0.212175408
1003	0.212063484
1004	0.2120310553
1005	0.212022669
1006	0.2119870052
1007	0.2119081693
1008	0.2118995007
1009	0.2118732013
1010	0.2118389389
1011	0.2118094906
1012	0.2117791754
1013	0.2117711875
1014	0.2117599332
1015	0.2117183113
1016	0.2116868107
1017	0.2116715145
1018	0.2116578932
1019	0.211633069
1020	0.211603417
1021	0.2115698566
1022	0.2115489183
1023	0.2115347237
1024	0.211503694
1025	0.211486739
1026	0.2114663015
1027	0.2114341651
1028	0.2114068851
1029	0.2113799199
1030	0.211327496
1031	0.2113127168
1032	0.2112854793
1033	0.2112590525
1034	0.2111787253
1035	0.2111404022
1036	0.2110943722
1037	0.2110254953
1038	0.2109553619
1039	0.2109300879
1040	0.2109035362
1041	0.2108818371
1042	0.2107791251
1043	0.2107535901
1044	0.2107401188
1045	0.21070104
1046	0.2106750278
1047	0.2106188616
1048	0.2106046958
1049	0.2105790034
1050	0.2105620184
1051	0.2105237078
1052	0.2105130106
1053	0.2105004261
1054	0.2104732961
1055	0.2103933373
1056	0.210384209
1057	0.2103647958
1058	0.2103459184
1059	0.2102919918
1060	0.2102723225
1061	0.2102545668
1062	0.2102424669
1063	0.2102254532
1064	0.2102102181
1065	0.2101893609
1066	0.2101418896
1067	0.2101266283
1068	0.2101131194
1069	0.2101057536
1070	0.2100894144
1071	0.2100541415
1072	0.2100383581
1073	0.2099845626
1074	0.2099634369
1075	0.2098810262
1076	0.2098645671
1077	0.2098524447
1078	0.2098318049
1079	0.2097808935
1080	0.2097589147
1081	0.2097501136
1082	0.2097375404
1083	0.2097165583
1084	0.2096991473
1085	0.2096781728
1086	0.2096674281
1087	0.2096513462
1088	0.2096373378
1089	0.2096226498
1090	0.2095910105
1091	0.2095782986
1092	0.2095531846
1093	0.2095136849
1094	0.2094915274
1095	0.209475769
1096	0.2094614357
1097	0.2093761309
1098	0.2093625334
1099	0.209354568
1100	0.2093452561
1101	0.2093232435
1102	0.2093175764
1103	0.2093006526
1104	0.2092893472
1105	0.2092750702
1106	0.2092694593
1107	0.2092397711
1108	0.2092319244
1109	0.2091918001
1110	0.2091746152
1111	0.2091603944
1112	0.2091420167
1113	0.2090890156
1114	0.2090767684
1115	0.2090489688
1116	0.2090333465
1117	0.2090145478
1118	0.2089991929
1119	0.2089883945
1120	0.2089681806
1121	0.2089400226
1122	0.2088787976
1123	0.2088723186
1124	0.2088542106
1125	0.2088412676
1126	0.2088296911
1127	0.2088054377
1128	0.2087809957
1129	0.2087604758
1130	0.2086791505
1131	0.2086323337
1132	0.208627717
1133	0.2086128804
1134	0.2085799009
1135	0.2085606888
1136	0.2085340496
1137	0.2085232575
1138	0.2085060702
1139	0.2084936043
1140	0.2084499951
1141	0.2084217746
1142	0.208398443
1143	0.2083292126
1144	0.2083134105
1145	0.2082935476
1146	0.208265111
1147	0.2082422128
1148	0.2082222987
1149	0.2082112668
1150	0.2081760439
1151	0.2081642913
1152	0.2081486141
1153	0.2081301039
1154	0.2081204785
1155	0.208100086
1156	0.208045972
1157	0.2080302972
1158	0.2080058864
1159	0.2079918992
1160	0.2079451398
1161	0.2079317571
1162	0.2079211549
1163	0.2078956761
1164	0.2078847991
1165	0.2078692693
1166	0.2078596813
1167	0.2078445837
1168	0.2078304353
1169	0.2078093396
1170	0.2077944005
1171	0.2077676652
1172	0.2077055296
1173	0.2076658363
1174	0.2076179702
1175	0.2076002794
1176	0.2075759223
1177	0.2075454497
1178	0.2075366
1179	0.2075284859
1180	0.2075044923
1181	0.2074486571
1182	0.207410926
1183	0.2073927544
1184	0.207376976
1185	0.2073606118
1186	0.2073464609
1187	0.2073353716
1188	0.2072998264
1189	0.2072849873
1190	0.2072663735
1191	0.2072503228
1192	0.2072356136
1193	0.2072052059
1194	0.2071959552
1195	0.2071797996
1196	0.2071733956
1197	0.2071545719
1198	0.207147296
1199	0.207084953
1200	0.2070744583
1201	0.2070066718
1202	0.2069706483
1203	0.2069516098
1204	0.2069325375
1205	0.2069219815
1206	0.2069119776
1207	0.206892753
1208	0.206875432
1209	0.2068554654
1210	0.2068394372
1211	0.2068158145
1212	0.2067740527
1213	0.206760113
1214	0.206745064
1215	0.2067351775
1216	0.2067200287
1217	0.2066667578
1218	0.2066499614
1219	0.206606883
1220	0.2065880681
1221	0.2065786613
1222	0.2065539532
1223	0.2065282671
1224	0.2065180633
1225	0.2065064656
1226	0.2064446947
1227	0.2064273237
1228	0.2064178844
1229	0.2063900161
1230	0.2063770219
1231	0.2063624988
1232	0.2062750981
1233	0.2062636627
1234	0.2062491059
1235	0.2062224592
1236	0.2061865057
1237	0.2061563466
1238	0.2061098545
1239	0.2060593353
1240	0.2060453731
1241	0.2060397297
1242	0.2060197444
1243	0.2060087175
1244	0.2059911617
1245	0.2059881764
1246	0.2059458687
1247	0.2059335965
1248	0.2059160544
1249	0.2059104535
1250	0.2058678997
1251	0.205849141
1252	0.2058261242
1253	0.2057544931
1254	0.2057486161
1255	0.2057232648
1256	0.2057035767
1257	0.2056980121
1258	0.2056846294
1259	0.2056707358
1260	0.2056543229
1261	0.2056273802
1262	0.2055938686
1263	0.205578636
1264	0.2055596712
1265	0.2055493962
1266	0.2055437604
1267	0.2055283192
1268	0.2055031128
1269	0.2054845339
1270	0.2054526086
1271	0.2054394046
1272	0.2054128029
1273	0.2054031862
1274	0.2053849121
1275	0.2053711272
1276	0.2053641848
1277	0.2053498441
1278	0.2053266199
1279	0.2053244303
1280	0.2052419459
1281	0.2052334434
1282	0.2052185056
1283	0.2052005725
1284	0.2051920575
1285	0.2051785862
1286	0.205158376
1287	0.2051489005
1288	0.2051368056
1289	0.2051054025
1290	0.2050908257
1291	0.2050827291
1292	0.205066586
1293	0.205059059
1294	0.2050130478
1295	0.2049804555
1296	0.2049471887
1297	0.2049385451
1298	0.2049271622
1299	0.2049218848
1300	0.2049114562
1301	0.2048732156
1302	0.2048616003
1303	0.2048459581
1304	0.2048051368
1305	0.2047832217
1306	0.2047368345
1307	0.204728643
1308	0.2047203916
1309	0.2047105601
1310	0.2046979381
1311	0.2046816625
1312	0.2046661939
1313	0.2046416719
1314	0.2046057546
1315	0.2045953572
1316	0.204575518
1317	0.2045662111
1318	0.2045353638
1319	0.2045140682
1320	0.204491837
1321	0.2044686041
1322	0.2044515041
1323	0.204408788
1324	0.2043719476
1325	0.2043542056
1326	0.2043179635
1327	0.2042918914
1328	0.2042581574
1329	0.2042502707
1330	0.2042406278
1331	0.2042195858
1332	0.2042071986
1333	0.2041756443
1334	0.2041511411
1335	0.2041387527
1336	0.2041222386
1337	0.2041033749
1338	0.2040940168
1339	0.2040822105
1340	0.204071236
1341	0.2040572313
1342	0.2040266388
1343	0.2039951032
1344	0.2039715043
1345	0.203956664
1346	0.2039411354
1347	0.2039208215
1348	0.2039005265
1349	0.2038683801
1350	0.2038553234
1351	0.2038397199
1352	0.2038306228
1353	0.2038066417
1354	0.2037934789
1355	0.2037658779
1356	0.2037472041
1357	0.2037350305
1358	0.2037088835
1359	0.2036915562
1360	0.2036726027
1361	0.2036549269
1362	0.2036366478
1363	0.2036242357
1364	0.2035944751
1365	0.2035798546
1366	0.203566633
1367	0.2035480192
1368	0.2035321334
1369	0.203517293
1370	0.2035070293
1371	0.2034937353
1372	0.2034815468
1373	0.2034596104
1374	0.203445512
1375	0.2033544177
1376	0.2033447673
1377	0.2033368206
1378	0.2033295347
1379	0.2033157736
1380	0.2033105262
1381	0.2032978305
1382	0.2032724941
1383	0.2032626888
1384	0.2032499132
1385	0.2032356699
1386	0.2032192995
1387	0.2031971807
1388	0.2031764784
1389	0.2031553015
1390	0.2031458946
1391	0.2031365353
1392	0.2030910712
1393	0.2030754589
1394	0.203046018
1395	0.2030339244
1396	0.2030207453
1397	0.2030108801
1398	0.202983855
1399	0.2029741733
1400	0.2029622558
1401	0.2029436258
1402	0.2029219342
1403	0.2029062957
1404	0.2028924733
1405	0.2028848439
1406	0.2028785298
1407	0.2028707793
1408	0.2028605593
1409	0.2027905432
1410	0.2027789617
1411	0.20277281
1412	0.2027570678
1413	0.2027158319
1414	0.202693522
1415	0.202687379
1416	0.2026740838
1417	0.2026452225
1418	0.2026339758
1419	0.2026161476
1420	0.2026101133
1421	0.2025876361
1422	0.2025793159
1423	0.2025741497
1424	0.2025658446
1425	0.2025442417
1426	0.2025219231
1427	0.2024494276
1428	0.2024373952
1429	0.2024098667
1430	0.2023988485
1431	0.2023858393
1432	0.2023704306
1433	0.202356712
1434	0.2023465894
1435	0.2023359272
1436	0.2023253188
1437	0.2023152687
1438	0.202307964
1439	0.2022855605
1440	0.2022727062
1441	0.2022523287
1442	0.2022435751
1443	0.2022226954
1444	0.2022032622
1445	0.2021911599
1446	0.20217906
1447	0.2021648117
1448	0.2021191215
1449	0.2021044323
1450	0.2020858847
1451	0.2020700513
1452	0.2020516761
1453	0.2020367183
1454	0.202026617
1455	0.2020070089
1456	0.2019953675
1457	0.2019736322
1458	0.2019709604
1459	0.2019610239
1460	0.2019500558
1461	0.2019284067
1462	0.2018982975
1463	0.2018915175
1464	0.2018768845
1465	0.201871055
1466	0.2018511784
1467	0.2018349803
1468	0.2018217837
1469	0.2018135386
1470	0.2017896074
1471	0.2017762822
1472	0.2017529143
1473	0.2017473135
1474	0.2017327329
1475	0.2017228202
1476	0.2017153007
1477	0.2017053256
1478	0.2016731717
1479	0.2016640459
1480	0.201652327
1481	0.2016469722
1482	0.2016327876
1483	0.2016247598
1484	0.2015877182
1485	0.2015640768
1486	0.2015499597
1487	0.2015361811
1488	0.2015276136
1489	0.2015223463
1490	0.2015081892
1491	0.2014944917
1492	0.2014825118
1493	0.2014672942
1494	0.201428374
1495	0.2013541436
1496	0.2013159891
1497	0.201304294
1498	0.2012687301
1499	0.201252793
1500	0.2012335672
1501	0.2012230162
1502	0.2011842796
1503	0.2011729679
1504	0.2011546527
1505	0.2011462438
1506	0.2011217106
1507	0.2011087714
1508	0.201094638
1509	0.2010861692
1510	0.2010782413
1511	0.2010527837
1512	0.200993962
